,roberta sentiment
364,-0.01703864509639408
365,-0.01703864509639408
366,0.9912954704602123
367,-0.8941298954097301
368,-0.01703864509639408
369,-0.01703864509639408
370,-0.9019370400354887
371,-0.01703864509639408
372,-0.7714853508849433
373,-0.01703864509639408
374,0.7629147155108827
375,-0.01703864509639408
376,-0.01703864509639408
377,0.8654885490934812
378,-0.7012615972575583
379,-0.01703864509639408
380,-0.01703864509639408
381,0.8964456642193416
382,-0.528790537859785
383,-0.01703864509639408
384,0.8632747015518342
385,-0.49814561786782724
386,-0.01703864509639408
387,-0.01703864509639408
388,-0.01703864509639408
389,-0.01703864509639408
390,-0.01703864509639408
391,-0.9799530543534668
392,-0.7820892053035197
393,-0.01703864509639408
394,-0.7803331459570438
395,-0.01703864509639408
396,0.9038848142670176
397,-0.01703864509639408
398,-0.01703864509639408
399,-0.01703864509639408
400,-0.526029200382021
401,-0.01703864509639408
402,-0.01703864509639408
403,-0.840758860190695
404,-0.9241722304051538
405,-0.5414880045742069
406,-0.01703864509639408
407,-0.01703864509639408
408,0.501793835753938
409,-0.9193559604877459
410,-0.01703864509639408
411,0.9647941032666411
412,0.9498928341355398
413,-0.01703864509639408
414,-0.01703864509639408
415,-0.01703864509639408
416,-0.7031677209709286
417,-0.01703864509639408
418,-0.01703864509639408
419,-0.7077955835444315
420,0.9499968991801739
421,-0.7720206212940417
422,-0.01703864509639408
423,-0.01703864509639408
424,-0.6289213848001027
425,-0.01703864509639408
426,0.9273668251479092
427,-0.46611257185671423
428,0.6331506274145243
429,-0.01703864509639408
430,-0.9095576148402021
431,-0.9026539802046725
432,-0.01703864509639408
433,0.5123026902406559
434,-0.01703864509639408
435,-0.8155629304875821
436,0.7552995920239871
437,-0.01703864509639408
438,-0.01703864509639408
439,-0.01703864509639408
440,-0.5620326739127338
441,-0.01703864509639408
442,0.8402156884332991
443,0.9531062941129903
444,-0.01703864509639408
445,-0.01703864509639408
446,-0.8923400868933935
447,-0.9715857715092386
448,-0.01703864509639408
449,0.5091437434413834
450,-0.6478260037353777
451,-0.01703864509639408
452,-0.9170923160765947
453,-0.9529002465496297
454,0.9565663496582438
455,-0.5395849433989365
456,-0.8601869893887648
457,0.6638425267409344
458,0.7077755545452584
459,-0.9172498530364529
460,-0.01703864509639408
461,0.983206939833836
462,-0.01703864509639408
463,0.799537587372298
464,-0.01703864509639408
465,-0.01703864509639408
466,-0.6659093724537867
467,0.4698894775937823
468,0.5313434083690899
469,-0.01703864509639408
470,-0.01703864509639408
471,0.8939245216047517
472,0.7804559537348496
473,-0.7590538349791157
474,-0.9073459110752249
475,-0.01703864509639408
476,-0.580465294476054
477,-0.9044203296791639
478,-0.7547588702970708
479,-0.01703864509639408
480,-0.01703864509639408
481,-0.01703864509639408
482,-0.9045458324904972
483,-0.01703864509639408
484,-0.01703864509639408
485,-0.01703864509639408
486,-0.01703864509639408
487,-0.01703864509639408
488,-0.6477956233574268
489,-0.01703864509639408
490,-0.01703864509639408
491,-0.01703864509639408
492,-0.01703864509639408
493,-0.8938458756263464
494,-0.01703864509639408
495,0.96805105128511
496,-0.01703864509639408
497,-0.01703864509639408
498,-0.01703864509639408
499,-0.01703864509639408
500,-0.01703864509639408
501,0.4238111724758677
502,-0.5279935429446702
503,0.8579548278692806
504,-0.01703864509639408
505,-0.01703864509639408
506,-0.01703864509639408
507,-0.723620514166459
508,-0.01703864509639408
509,-0.01703864509639408
510,-0.01703864509639408
511,0.4293300805095329
512,0.9618062910963903
513,-0.01703864509639408
514,-0.01703864509639408
515,0.6418438868141045
516,0.9932594148929085
517,-0.01703864509639408
518,-0.01703864509639408
519,-0.6098349736032185
520,-0.9852102072557346
521,-0.01703864509639408
522,0.6219523343507596
523,-0.01703864509639408
524,-0.01703864509639408
525,-0.5591448229860634
526,-0.8585220099253797
527,0.6382107366154454
528,-0.01703864509639408
529,-0.01703864509639408
530,-0.01703864509639408
531,-0.01703864509639408
532,-0.01703864509639408
533,-0.01703864509639408
534,-0.01703864509639408
535,-0.7336043883720941
536,-0.7903145088814371
537,0.8043939152880525
538,0.9799640182398646
539,-0.01703864509639408
540,-0.01703864509639408
541,-0.9697339159709983
542,-0.01703864509639408
543,-0.6141453734772869
544,-0.01703864509639408
545,-0.01703864509639408
546,-0.6936083145459381
547,-0.6732606276579959
548,-0.01703864509639408
549,-0.01703864509639408
550,-0.83022709791899
551,0.9546056515159335
552,-0.01703864509639408
553,-0.9132073027446007
554,-0.01703864509639408
555,-0.01703864509639408
556,-0.8041111205199086
557,-0.01703864509639408
558,-0.7694324703458264
559,-0.01703864509639408
560,-0.01703864509639408
561,-0.01703864509639408
562,-0.8472021340990495
563,-0.01703864509639408
564,-0.01703864509639408
565,-0.01703864509639408
566,0.5656644153438672
567,-0.01703864509639408
568,-0.01703864509639408
569,-0.01703864509639408
570,-0.8780700068646792
571,-0.9376369854151216
572,-0.7894641033018601
573,-0.01703864509639408
574,-0.8408937343686141
575,-0.01703864509639408
576,-0.01703864509639408
577,-0.01703864509639408
578,-0.6898719568133127
579,-0.8942749372141408
580,-0.9185039623883571
581,-0.01703864509639408
582,0.8384686329488369
583,0.9600116437698559
584,0.8019002130148376
585,-0.01703864509639408
586,-0.9724691912495323
587,-0.6340374771974897
588,-0.01703864509639408
589,0.5705057980736943
590,-0.01703864509639408
591,-0.01703864509639408
592,0.958477067178764
593,-0.6358949065550719
594,-0.01703864509639408
595,-0.01703864509639408
596,-0.8868483435726743
597,-0.01703864509639408
598,-0.6053222624622714
599,-0.01703864509639408
600,-0.917219840163074
601,-0.01703864509639408
602,-0.01703864509639408
603,-0.7163054581625904
604,-0.5840742506237241
605,-0.8723841598791889
606,-0.01703864509639408
607,-0.01703864509639408
608,-0.01703864509639408
609,0.9578106588882284
610,-0.01703864509639408
611,-0.01703864509639408
612,-0.01703864509639408
613,-0.5625563679278147
614,-0.9277619538135566
615,-0.01703864509639408
616,-0.01703864509639408
617,-0.01703864509639408
618,-0.01703864509639408
619,-0.01703864509639408
620,-0.939102654898966
621,-0.8628792053816144
622,-0.8099631408226987
623,-0.5788638933036225
624,0.9392113750015123
625,-0.8399319136529633
626,-0.01703864509639408
627,0.4510630758815785
628,-0.01703864509639408
629,-0.01703864509639408
630,-0.8736705483826659
631,-0.01703864509639408
632,-0.7738250687424958
633,-0.01703864509639408
634,-0.7801026593396463
635,0.7603874478200932
636,-0.01703864509639408
637,-0.01703864509639408
638,-0.4171435064009343
639,-0.01703864509639408
640,0.9482214233421449
641,-0.01703864509639408
642,0.9073637350469664
643,-0.01703864509639408
644,0.9708008429942375
645,-0.6033872283892381
646,-0.9004730855729802
647,-0.01703864509639408
648,0.6856143550960865
649,-0.01703864509639408
650,-0.01703864509639408
651,0.8362378801968784
652,-0.01703864509639408
653,0.9446224510686805
654,-0.01703864509639408
655,-0.9756176029177412
656,-0.01703864509639408
657,-0.8005705202226281
658,0.534022332946586
659,0.5666893855951378
660,-0.792803188592168
661,-0.01703864509639408
662,-0.01703864509639408
663,-0.01703864509639408
664,-0.636465334901557
665,-0.6022411041307361
666,-0.01703864509639408
667,0.5619312426508657
668,-0.01703864509639408
669,0.6437881697521994
670,-0.01703864509639408
671,-0.01703864509639408
672,-0.01703864509639408
673,-0.01703864509639408
674,-0.01703864509639408
675,-0.9434304499894419
676,-0.01703864509639408
677,-0.01703864509639408
678,-0.01703864509639408
679,-0.01703864509639408
680,0.8431186682981829
681,-0.01703864509639408
682,0.8233608262482791
683,-0.01703864509639408
684,-0.01703864509639408
685,-0.01703864509639408
686,-0.01703864509639408
687,-0.9837192412071851
688,-0.541755547902613
689,-0.01703864509639408
690,-0.6576140592549059
691,-0.01703864509639408
692,-0.01703864509639408
693,-0.01703864509639408
694,-0.01703864509639408
695,0.5245464113101983
696,-0.01703864509639408
697,-0.01703864509639408
698,-0.01703864509639408
699,-0.01703864509639408
700,-0.01703864509639408
701,0.6858415341723362
702,-0.8340336490248649
703,0.6591862438138646
704,-0.01703864509639408
705,-0.01703864509639408
706,-0.01703864509639408
707,-0.01703864509639408
708,-0.01703864509639408
709,-0.01703864509639408
710,-0.01703864509639408
711,-0.8341824271257574
712,-0.01703864509639408
713,-0.01703864509639408
714,-0.01703864509639408
715,-0.01703864509639408
716,-0.01703864509639408
717,0.9522154630304949
718,0.8600525439661799
719,0.8182857718614307
720,0.5755829349864506
721,-0.01703864509639408
722,-0.5933863264717677
723,-0.01703864509639408
724,0.5775609058436444
725,-0.6864631069050893
726,-0.9125491633069347
727,0.951500605387219
728,-0.931146180915457
729,0.9548357093779971
730,-0.6869182000667327
731,-0.890741809509824
732,-0.01703864509639408
733,0.953662696034978
734,-0.01703864509639408
735,-0.01703864509639408
736,-0.01703864509639408
737,-0.01703864509639408
738,0.9619841020584698
739,-0.01703864509639408
740,-0.01703864509639408
741,-0.01703864509639408
742,0.9868748192145479
743,-0.01703864509639408
744,0.5293624974753203
745,-0.01703864509639408
746,-0.01703864509639408
747,0.7610183919194321
748,0.8276745336634955
749,-0.01703864509639408
750,-0.01703864509639408
751,-0.01703864509639408
752,-0.7725760432038374
753,-0.01703864509639408
754,-0.694295119340219
755,-0.01703864509639408
756,-0.01703864509639408
757,0.9028408562795278
758,-0.9565422781087786
759,-0.01703864509639408
760,-0.01703864509639408
761,-0.01703864509639408
762,-0.01703864509639408
763,0.8380997808600864
764,0.9653527714668226
765,-0.5451873055958236
766,-0.01703864509639408
767,-0.01703864509639408
768,-0.8923101352707766
769,-0.01703864509639408
770,-0.01703864509639408
771,-0.01703864509639408
772,-0.01703864509639408
773,0.8696063765718287
774,-0.01703864509639408
775,-0.8179642053609423
776,-0.01703864509639408
777,-0.01703864509639408
778,0.7740205811747928
779,-0.01703864509639408
780,0.6897523340751313
781,-0.01703864509639408
782,-0.01703864509639408
783,-0.01703864509639408
784,0.9245783229571991
785,-0.01703864509639408
786,0.9908672663830859
787,-0.01703864509639408
788,0.6549514886308634
789,-0.01703864509639408
790,-0.6191055214346276
791,-0.01703864509639408
792,-0.01703864509639408
793,-0.8638711002214061
794,-0.01703864509639408
795,-0.5483042343723656
796,-0.01703864509639408
797,0.8716691184836273
798,-0.01703864509639408
799,-0.01703864509639408
800,-0.8732342592049559
801,-0.01703864509639408
802,-0.01703864509639408
803,-0.01703864509639408
804,-0.8413424574510097
805,-0.6551518398733579
806,-0.01703864509639408
807,-0.01703864509639408
808,-0.8762730320091888
809,-0.8024103706115169
810,-0.01703864509639408
811,-0.01703864509639408
812,-0.9145338104971862
813,0.6895811381953475
814,-0.01703864509639408
815,-0.8687851263549625
816,-0.01703864509639408
817,0.7326597178698028
818,-0.6784222293715473
819,-0.8901030865637113
820,-0.7715310439533937
821,0.5874246060542399
822,0.4729432874600857
823,-0.01703864509639408
824,-0.01703864509639408
825,-0.877197428509259
826,-0.01703864509639408
827,-0.01703864509639408
828,-0.01703864509639408
829,-0.01703864509639408
830,-0.01703864509639408
831,-0.7680568394821187
832,0.858653147806817
833,0.7789779115970816
834,-0.01703864509639408
835,-0.01703864509639408
836,-0.861658110190427
837,0.6805658835399451
838,-0.01703864509639408
839,-0.01703864509639408
840,0.5233662316280254
841,-0.8893300406965375
842,0.6908967433122973
843,-0.01703864509639408
844,0.5985762260373622
845,-0.01703864509639408
846,0.6617497107049949
847,-0.9234495326643423
848,0.9866925369468426
849,-0.01703864509639408
850,-0.6682574816657328
851,-0.7128665341302262
852,-0.9060211183439754
853,-0.9707237282848822
854,-0.01703864509639408
855,-0.01703864509639408
856,-0.9236563152368468
857,-0.01703864509639408
858,-0.01703864509639408
859,-0.870686656261183
860,0.8349788707840144
861,-0.01703864509639408
862,-0.7798879754188441
863,-0.8692072053558891
864,0.5274720539570213
865,-0.01703864509639408
866,0.9737706474404609
867,-0.01703864509639408
868,-0.6533987205634579
869,0.6405334880119244
870,-0.01703864509639408
871,-0.01703864509639408
872,-0.01703864509639408
873,-0.836655671644465
874,-0.01703864509639408
875,-0.01703864509639408
876,0.6207297078905223
877,0.6148770138293502
878,-0.01703864509639408
879,-0.01703864509639408
880,0.9868247773419957
881,-0.01703864509639408
882,0.5769269604569676
883,-0.01703864509639408
884,-0.01703864509639408
885,-0.01703864509639408
886,-0.01703864509639408
887,0.7360908018046313
888,-0.01703864509639408
889,-0.01703864509639408
890,-0.8676638699058316
891,-0.640896950033619
892,-0.01703864509639408
893,-0.01703864509639408
894,-0.01703864509639408
895,-0.01703864509639408
896,-0.5888005431717573
897,-0.01703864509639408
898,-0.01703864509639408
899,-0.01703864509639408
900,-0.01703864509639408
901,-0.01703864509639408
902,-0.01703864509639408
903,0.7257660058577168
904,-0.5790907048753003
905,-0.01703864509639408
906,-0.01703864509639408
907,-0.01703864509639408
908,0.5144093489488069
909,0.9022978070236556
910,-0.01703864509639408
911,-0.01703864509639408
912,-0.01703864509639408
913,-0.8146188724929105
914,-0.6877981897643545
915,-0.01703864509639408
916,0.6889022960001263
917,-0.8824626052613486
918,0.9833064110713204
919,-0.9686053094304276
920,-0.01703864509639408
921,-0.8175010883494772
922,-0.9502275695498574
923,0.9898553425441209
924,-0.01703864509639408
925,-0.01703864509639408
926,-0.01703864509639408
927,0.6233027299005243
928,-0.01703864509639408
929,-0.01703864509639408
930,-0.01703864509639408
931,0.9732618373605455
932,-0.01703864509639408
933,-0.9503613412140605
934,-0.9595187588880598
935,-0.01703864509639408
936,-0.01703864509639408
937,0.5724435271802555
938,-0.8736647908110382
939,-0.5901935692518724
940,-0.01703864509639408
941,-0.7102515553482557
942,-0.96410729847236
943,-0.01703864509639408
944,0.7467878798829682
945,-0.5569375905267121
946,-0.01703864509639408
947,-0.01703864509639408
948,0.940556931741079
949,-0.01703864509639408
950,-0.01703864509639408
951,-0.572367882489188
952,-0.8186979282389134
953,-0.5465273497668106
954,-0.01703864509639408
955,-0.01703864509639408
956,0.9294966978948573
957,0.9393361428037017
958,-0.01703864509639408
959,-0.01703864509639408
960,0.6866343640356352
961,0.99573890698934
962,-0.01703864509639408
963,-0.01703864509639408
964,-0.01703864509639408
965,-0.01703864509639408
966,0.9893582313597472
967,-0.5216768437359841
968,0.5892176608609623
969,-0.01703864509639408
970,-0.01703864509639408
971,-0.01703864509639408
972,-0.01703864509639408
973,-0.5535730861701751
974,-0.01703864509639408
975,-0.01703864509639408
976,-0.01703864509639408
977,0.6861931135462033
978,-0.01703864509639408
979,-0.01703864509639408
980,-0.8199750066265667
981,-0.01703864509639408
982,-0.8822971669531926
983,-0.9319456258610517
984,0.9608672556642026
985,-0.01703864509639408
986,0.9261384411160442
987,0.5316654648756741
988,-0.5757255880111433
989,-0.743123859300262
990,-0.01703864509639408
991,-0.01703864509639408
992,-0.6173729823807589
993,0.8130005048594059
994,0.975163061012956
995,-0.01703864509639408
996,0.7608892753131408
997,-0.01703864509639408
998,-0.01703864509639408
999,-0.01703864509639408
1000,-0.565174225495599
1001,-0.01703864509639408
1002,-0.7891512956603376
1003,-0.01703864509639408
1004,0.9871824817920626
1005,-0.01703864509639408
1006,0.4842898992440279
1007,0.8963455192234752
1008,0.9827615855433502
1009,-0.01703864509639408
1010,-0.01703864509639408
1011,-0.9196676656155525
1012,-0.01703864509639408
1013,-0.01703864509639408
1014,-0.01703864509639408
1015,-0.9736175205354664
1016,-0.01703864509639408
1017,-0.8092577770475325
1018,-0.8494986089186315
1019,-0.01703864509639408
1020,-0.01703864509639408
1021,-0.01703864509639408
1022,-0.7326606366312326
1023,-0.01703864509639408
1024,0.7651451007582692
1025,-0.01703864509639408
1026,-0.9538340756670476
1027,-0.8331711770451744
1028,0.5109388195232517
1029,-0.7300650743408155
1030,-0.01703864509639408
1031,-0.5917195094855227
1032,-0.01703864509639408
1033,0.9904372860338616
1034,-0.01703864509639408
1035,-0.01703864509639408
1036,0.5291386871909805
1037,0.9870960569668837
1038,-0.01703864509639408
1039,0.9663503013767182
1040,-0.8621452375005952
1041,-0.01703864509639408
1042,-0.01703864509639408
1043,-0.01703864509639408
1044,-0.01703864509639408
1045,-0.9518916302518126
1046,-0.9196093548901306
1047,-0.01703864509639408
1048,-0.7539966658147707
1049,-0.01703864509639408
1050,-0.6426830835042356
1051,-0.8207269209808513
1052,-0.6204261491140612
1053,-0.01703864509639408
1054,-0.01703864509639408
1055,-0.01703864509639408
1056,0.8810004883217002
1057,-0.5597175176107425
1058,-0.5839740443770958
1059,-0.01703864509639408
1060,-0.8690309256628596
1061,-0.01703864509639408
1062,0.7905826034667014
1063,-0.01703864509639408
1064,-0.01703864509639408
1065,0.9665521838882628
1066,-0.01703864509639408
1067,-0.01703864509639408
1068,-0.01703864509639408
1069,-0.01703864509639408
1070,-0.01703864509639408
1071,-0.01703864509639408
1072,-0.01703864509639408
1073,-0.01703864509639408
1074,-0.01703864509639408
1075,0.962335007673955
1076,-0.98632056106923
1077,0.7973960157298083
1078,-0.01703864509639408
1079,-0.01703864509639408
1080,-0.01703864509639408
1081,-0.01703864509639408
1082,-0.01703864509639408
1083,-0.9761087727782013
1084,-0.01703864509639408
1085,-0.9187715669675253
1086,-0.01703864509639408
1087,-0.9412488203486056
1088,-0.01703864509639408
1089,0.7678850310947151
1090,-0.9494650588137473
1091,0.5156994737487657
1092,-0.5126196323086132
1093,-0.01703864509639408
1094,-0.01703864509639408
1095,-0.01703864509639408
1096,-0.01703864509639408
1097,-0.8036514335511155
1098,-0.01703864509639408
1099,-0.8873209544522489
1100,-0.01703864509639408
1101,-0.01703864509639408
1102,-0.8576951246384099
1103,-0.01703864509639408
1104,0.9553284717582691
1105,0.5176795271318674
1106,-0.8034212531875279
1107,-0.01703864509639408
1108,-0.8883397383765577
1109,-0.01703864509639408
1110,-0.01703864509639408
1111,-0.01703864509639408
1112,-0.9190407640665055
1113,-0.01703864509639408
1114,-0.01703864509639408
1115,-0.7967098846939092
1116,-0.01703864509639408
1117,-0.5800704108134545
1118,-0.01703864509639408
1119,0.8283197491903799
1120,-0.01703864509639408
1121,0.7361655889850306
1122,0.5129621771950857
1123,-0.01703864509639408
1124,-0.01703864509639408
1125,-0.6337092956147057
1126,-0.6003960474270775
1127,-0.8244096230459667
1128,-0.01703864509639408
1129,-0.01703864509639408
1130,-0.01703864509639408
1131,-0.01703864509639408
1132,0.7587736127429762
1133,-0.01703864509639408
1134,-0.8664054117498255
1135,-0.01703864509639408
1136,-0.01703864509639408
1137,-0.01703864509639408
1138,-0.7629446058827375
1139,-0.01703864509639408
1140,-0.9054278434632651
1141,0.6608765198419547
1142,-0.953494685194818
1143,-0.01703864509639408
1144,-0.01703864509639408
1145,-0.01703864509639408
1146,-0.9034096921062008
1147,-0.01703864509639408
1148,-0.5829457053339153
1149,-0.01703864509639408
1150,-0.01703864509639408
1151,-0.7604520061232386
1152,-0.01703864509639408
1153,-0.9444952944867729
1154,0.832997224881101
1155,-0.01703864509639408
1156,-0.01703864509639408
1157,0.8119932973291147
1158,0.9933431446845594
1159,-0.7084938422312059
1160,-0.01703864509639408
1161,-0.01703864509639408
1162,-0.01703864509639408
1163,0.8700222079950315
1164,-0.01703864509639408
1165,-0.01703864509639408
1166,-0.01703864509639408
1167,0.875179522155243
1168,-0.01703864509639408
1169,-0.01703864509639408
1170,-0.9424926395724942
1171,0.5619577029800488
1172,-0.01703864509639408
1173,-0.6918699566696797
